4.576224,115.4179,29.03153
23.11045,496.1406,706.7536
30.7683,48.6687,880.2206
37.11002,520.2424,846.9293
38.90565,396.793,600.9966
77.24079,599.3683,879.9366
77.73153,193.4431,266.1255
89.31084,579.6505,385.9624
91.05608,670.598,426.0591
98.07017,50.44804,382.6471
110.569,544.8717,974.3849
131.2771,295.9688,992.8469
149.6404,374.4597,374.5871
156.7064,768.6839,873.2277
158.2227,822.3968,230.0628
159.648,544.6981,923.156
165.1862,602.3394,97.44989
167.1076,447.5889,826.1819
182.0129,157.1436,493.0579
182.1343,525.8452,905.9
193.2634,549.5978,754.3826
208.4515,34.95286,577.8951
211.987,629.3199,710.7075
220.8457,265.8734,637.1995
246.9267,604.1461,869.4561
257.2067,86.11708,798.2833
259.1067,187.8609,813.2789
265.3029,686.4119,223.2895
270.8182,681.4083,420.9889
283.935,981.4737,866.6349
285.6773,698.4539,541.2527
311.1768,919.4857,135.2608
330.5188,317.0052,64.2882
358.5659,108.1072,379.4729
367.9063,366.5002,516.8673
369.4797,921.2614,336.5936
380.2164,408.5467,168.8711
383.7815,376.8422,527.0594
391.3764,722.1439,844.3756
393.028,767.7809,343.6331
396.5323,757.7959,316.4238
401.167,644.7157,265.8324
403.1799,91.25716,500.6011
408.8748,109.9821,945.0753
430.4861,71.06313,0.6664981
432.3227,786.5982,704.0399
450.4616,82.43977,819.4141
452.8234,964.654,101.001
467.4873,508.3499,216.8569
472.4814,967.1569,112.4586
484.6678,496.7195,835.916
493.6196,587.8847,224.4525
494.4735,155.3709,186.6895
495.4586,45.0621,139.2493
515.8527,934.0576,130.9436
518.1451,346.8804,628.5225
544.1678,756.1373,264.2326
551.5513,144.3304,371.0102
552.9371,360.7215,316.2564
559.6876,953.1538,851.4909
562.9722,666.6884,839.4343
570.4603,834.6708,949.4014
583.3378,781.5493,909.0707
602.1744,93.37037,982.2359
605.8901,420.2163,603.9311
626.763,627.8995,149.2619
638.5463,576.0048,693.706
646.3488,41.69484,662.0351
647.6547,429.1642,934.2951
659.5775,734.7746,364.9934
660.2454,518.9081,430.2159
680.5247,905.2144,743.2621
717.4004,428.1007,377.2869
718.8255,497.6288,228.6604
720.4443,123.0974,687.8218
738.6291,601.5744,105.7871
752.558,131.4447,668.3915
761.9501,808.5651,680.3741
780.9789,714.894,601.3489
783.4011,896.0851,640.8814
795.7089,338.6755,842.3989
818.5908,488.2094,429.0039
826.0192,750.9838,675.4313
837.5703,42.05691,350.6864
840.9933,991.1324,349.8889
844.1774,977.4053,961.4852
849.3556,503.5011,991.6631
860.1131,647.5519,406.4687
909.2453,271.8455,736.2354
919.2324,820.0781,647.1985
919.8373,173.4873,190.2256
929.7979,343.8496,415.7279
935.4581,632.1851,620.3661
943.616,134.2736,88.63035
948.6208,799.3254,775.3749
969.0192,617.8928,465.1634
976.4869,530.3218,593.7951
984.1689,977.3312,868.2545
