,SIGNAL,REF,SCORE,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,FEATURE_33,FEATURE_34,FEATURE_35,FEATURE_36,FEATURE_37,FEATURE_38,FEATURE_39,FEATURE_40
0,bag_level_7.ply,bag.ply,9.59532455980262,0.9221645637251052,0.988912741002281,0.9969138517977068,0.6941974596644634,0.7140005308892167,0.7949603636576401,0.990582246721125,0.9897341685504149,0.9900030159575968,0.6932401455933256,0.7387642678984796,0.6675887218103468,0.0,0.0,0.0,0.0,0.8167308132793012,1.94215176869926,2.5664219781596547,0.8167308132793012,1.94215176869926,2.2803344700948127,0.8602551510830272,1.534640616213968,0.0764602030699525,0.0855002493142352,0.3891232828567076,1.0004353585020067,1.0009724240601094,0.9701878612054378,0.1328961656673224,0.0356052946723678,0.938440494462883,0.8915403402530696,0.3261177744354439,0.3915660567482697,0.3709891399587539,0.4858748703519872,0.5450396315265061,0.050160016915672
1,bag_level_8.ply,bag.ply,18.2379641459553,0.9471607555044552,0.9935960186240026,0.99780576906283,0.7961033819553488,0.8054630944522703,0.8548881847155196,0.9895571522253112,0.994101128026888,0.991031549832676,0.7966708874804159,0.8350491484949677,0.7699537901255975,0.0,0.0,0.0,0.0,0.4268508996264267,1.0527189533459185,1.3557507386042895,0.4268508996264267,1.0527189533459185,1.0185747706632924,0.4478190866431288,0.5833852756785906,0.2610557914281977,0.2902675240777074,0.6714331930314756,1.0005972125321367,0.9989297157460564,0.9606140808498896,0.3753563460098591,0.1641762882689703,0.9625860060714388,0.912724328376946,0.3249105412917585,0.4920483234651998,0.4688165867186301,0.5022863626473995,0.5319407111740652,0.0235106143556434
2,bag_level_9.ply,bag.ply,82.7410789144631,0.9736323605405532,0.9968307492401056,0.9988178586316306,0.8921188073373115,0.8925640044441109,0.9105584147450756,0.9332422527468268,0.9406268661303504,0.9463424813954252,0.8929245977697425,0.9157865345301638,0.8738325548570758,0.0,0.0,0.0,0.0,0.2617722503899843,0.6734136331778677,0.8509839502510096,0.2617722503899843,0.6734136331778677,0.461072540396861,0.2454558077692034,0.1828046697416023,0.6803972513343642,0.7277680785361678,0.8459103981700424,0.9995263858528294,0.998080173693526,0.9071805266108648,0.7525829703467394,0.5986839934839271,0.9877320550576724,0.9284397703676908,0.3958789999047369,0.8176359531864559,0.7944976759091681,0.5716077584156105,0.4387140389458665,0.0050071497231015
3,bag_gsigma_0_tsigma_8.ply,bag.ply,88.7817189712178,0.9968330702903796,0.9981011844368064,0.998184028355843,0.909140218768822,0.4215969674979753,0.2027422637919831,0.0806508395270456,0.5048871952580811,0.6862226443555098,0.8445942556246492,0.4388379911420146,0.8426269652060405,0.0,0.0,0.0,0.0,0.2043231412252103,0.532621252197189,0.6697747119280638,0.2043231412252103,0.532621252197189,3.3720473670935215e-14,1.7322943940487846e-14,1.5717899772789288e-14,1.0,1.0,1.0,6.443842988015283e-17,6.827081069290706e-17,7.700155326350854e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.14740865909996e-17
4,bag_gsigma_0_tsigma_16.ply,bag.ply,86.2491113818562,0.993735031248162,0.9962142628206008,0.996399049117207,0.7950668282876437,0.1912717460971814,0.0684758084707693,0.1806566928364193,0.7019447187805717,0.8325333179423651,0.6837148673012643,0.2268167950225938,0.6772845903384733,0.0,0.0,0.0,0.0,0.2043231412252103,0.532621252197189,0.6697747119280638,0.2043231412252103,0.532621252197189,3.3720473670935215e-14,1.7322943940487846e-14,1.5717899772789288e-14,1.0,1.0,1.0,6.443842988015283e-17,6.827081069290706e-17,7.700155326350854e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.14740865909996e-17
5,bag_gsigma_0_tsigma_32.ply,bag.ply,62.1196403938335,0.986072251584662,0.9926107269992732,0.9929205599035184,0.6228922269162127,0.0758365046367561,0.0216020585834766,0.3390308419417053,0.8337194699083554,0.9127938649881214,0.4726521434507986,0.0994730429666764,0.4608508471117142,0.0,0.0,0.0,0.0,0.2043231412252103,0.532621252197189,0.6697747119280638,0.2043231412252103,0.532621252197189,3.3720473670935215e-14,1.7322943940487846e-14,1.5717899772789288e-14,1.0,1.0,1.0,6.443842988015283e-17,6.827081069290706e-17,7.700155326350854e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.14740865909996e-17
6,bag_gsigma_2_tsigma_8.ply,bag.ply,56.9214555314096,0.9840775544795785,0.9971682671723732,0.998025629304524,0.8596491534075188,0.4125494212578271,0.2008988091640294,0.9643066161046524,0.9813771082084336,0.9896587879182444,0.8046920063205925,0.4266387899648076,0.7945718088878037,1.6091799218481608,0.5451894130173716,0.530189394648317,1.2478960280875673,0.2936530072480792,1.360332816922073,1.135869839054366,0.6032050191826367,0.4759804078933208,0.599216124775504,0.2682641276697667,0.3613045215536618,0.9129097177475272,0.9472911415881076,0.3052332375763445,0.9987206502024758,0.998065605970614,0.9547687266068768,0.6764585635508482,0.8925120203768537,0.8661866900418936,0.7382907984985876,0.3887003959593554,0.3579808862918486,0.3484916798197497,0.5757109385629567,0.4228719841714047,0.0131689749639073
7,bag_gsigma_2_tsigma_16.ply,bag.ply,49.3647550891434,0.982613703324525,0.9955590954849398,0.9962893513855208,0.7617086054708027,0.1877307480321834,0.0677638947906676,0.9670667452001598,0.9886244943907408,0.9943642967195292,0.6596294795700061,0.2210628378139886,0.6482859332841928,1.6079323736539828,0.5456923820121328,0.5307646911651022,1.2459440905981924,0.2932294597244216,1.3594772935414812,1.1364084512128017,0.6039803892530565,0.4765760254075003,0.598603142870063,0.2681478249935322,0.3608832633850731,0.9129157305659692,0.9473736129653542,0.3058491177192975,0.9987092893944168,0.9979275510172756,0.9545966762743692,0.6768145054693312,0.8927515322037148,0.8667144151268764,0.7387818453804142,0.3885631573230149,0.3585986437123769,0.3492381177933885,0.5758137512412663,0.423092540660978,0.0130544702308144
8,bag_gsigma_2_tsigma_32.ply,bag.ply,43.7538095677216,0.9767978529038124,0.9920649578168724,0.992913819781284,0.6029852976476273,0.0746895215513156,0.0214294550019953,0.9719073105234864,0.9935515572254612,0.997139582018436,0.4612356985799988,0.097638639978455,0.4475785845950236,1.607585829743867,0.5448104280798566,0.5299599368395601,1.2464074884630023,0.2916715014041399,1.3602251230440852,1.1347236269523533,0.6022468035244339,0.4762803124372238,0.5978284741278168,0.2670805350887074,0.3611706731777697,0.9130355763213726,0.9475375015301846,0.3054276333378623,0.9987736672008144,0.99795777095285,0.954577339855069,0.6765680495364165,0.8925031077055422,0.8665495997270363,0.7394527179668324,0.3894321060374053,0.3582113108443525,0.3486760665627852,0.5762551137788783,0.4225260119026475,0.0129999339834296
9,bag_gsigma_4_tsigma_8.ply,bag.ply,22.3762041316303,0.9677379717364966,0.9955791066833418,0.9976241813370368,0.8127761883665349,0.4040760426522036,0.1976755604766715,0.9894961121583692,0.9955049269155944,0.9967224693623484,0.7663596906153339,0.4136738563568285,0.7515949346264429,2.9222314776219585,0.8124632039089669,0.825985666714096,2.464504786887676,0.4086228701752724,1.6797144895279617,1.7631534704971563,0.815683164488306,1.0064911416593751,1.653695485098681,0.4803273860391782,1.3904216336838746,0.8096115452657683,0.8738650329993155,0.3102125360669369,0.9990040631673648,0.998375299481572,0.960272631874787,0.6069210425546204,0.7150937216109132,0.7305361700156411,0.5298381161867967,0.3662596154229723,0.4270651517620115,0.4030463048852063,0.4970701538063133,0.5066540762477585,0.0750761668669985
