,SIGNAL,REF,SCORE,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,FEATURE_33,FEATURE_34,FEATURE_35,FEATURE_36,FEATURE_37,FEATURE_38,FEATURE_39,FEATURE_40
0,amphoriskos_vox10_octree08_jpeg010.ply,amphoriskos_vox10.ply,1.35,0.9226147974787523,0.9782752094362119,0.9869185185783989,0.5917998152129808,0.30532793409438874,0.28698721322375625,0.9736578802344084,0.8956503835018162,0.9017167824828334,0.5822887015953536,0.3756774619300627,0.5299134105105932,0.0014151727250964158,0.0004782666857752261,0.0004763628668199903,0.0011023324856604662,0.0003107690040610761,0.0015108012305548345,0.0013485148269097454,0.0005672773210861796,0.0008490279332028209,0.0009336331054362282,0.0003607809009087142,0.000635860418002387,0.278025549908715,0.3016539974873362,0.16675982457896812,1.000267699215757,0.9991734776527248,0.9469787557817897,0.2350691440868172,0.3303137165048187,0.9866551923356283,0.9254771833931373,0.3344775975243728,0.6319835208956455,0.6408765374571883,0.5164118961409542,0.5204585469103444,0.006591062917246707
1,amphoriskos_vox10_octree08_jpeg050.ply,amphoriskos_vox10.ply,1.55,0.9321198770194858,0.9851762893083353,0.9918549410116316,0.5916313537769387,0.371930250902344,0.33748373066351,0.9652615416102313,0.988703593908303,0.9903628808197995,0.5782019727188532,0.4120472018944682,0.5270201385151094,0.0014151727250964158,0.0004782666857752261,0.0004763628668199903,0.0011023324856604662,0.0003107690040610761,0.0015108012305548345,0.0013485148269097454,0.0005672773210861796,0.0008490279332028209,0.0009336331054362282,0.0003607809009087142,0.000635860418002387,0.278025549908715,0.3016539974873362,0.16675982457896812,1.000267699215757,0.9991734776527248,0.9469787557817897,0.2350691440868172,0.3303137165048187,0.9866551923356283,0.9254771833931373,0.3344775975243728,0.6319835208956455,0.6408765374571883,0.5164118961409542,0.5204585469103444,0.006591062917246707
2,amphoriskos_vox10_octree08_jpeg090.ply,amphoriskos_vox10.ply,1.6,0.935971505433403,0.9877234140302815,0.993645201223651,0.5723450175954153,0.3974328946070851,0.367187466337897,0.960582290728534,0.9813209237886734,0.9854431728147558,0.5630850229704811,0.4223616873832449,0.5088722555606894,0.0014151727250964158,0.0004782666857752261,0.0004763628668199903,0.0011023324856604662,0.0003107690040610761,0.0015108012305548345,0.0013485148269097454,0.0005672773210861796,0.0008490279332028209,0.0009336331054362282,0.0003607809009087142,0.000635860418002387,0.278025549908715,0.3016539974873362,0.16675982457896812,1.000267699215757,0.9991734776527248,0.9469787557817897,0.2350691440868172,0.3303137165048187,0.9866551923356283,0.9254771833931373,0.3344775975243728,0.6319835208956455,0.6408765374571883,0.5164118961409542,0.5204585469103444,0.006591062917246707
3,amphoriskos_vox10_octree09_jpeg010.ply,amphoriskos_vox10.ply,2.15,0.9574162147862324,0.9829938560216763,0.9888095931575305,0.6992223933818644,0.3143169621079485,0.30705558793007354,0.9571986858129422,0.8955848496544655,0.9013862026961525,0.6815376553959541,0.4082322829714831,0.6342137526178903,0.0008202857419514814,0.0003743611498699772,0.0003755267586609532,0.00047664670952340114,0.0001995667096513871,0.0006642985361887618,0.0008868714306112472,0.0004254505410657589,0.00048031222434047924,0.0005020581103504786,0.00024539307464787355,0.0002661067313314594,0.6814528184548281,0.725634429653122,0.46982935938082104,1.0006040604039856,1.0003482974819595,0.9172902377097205,0.6168254628001278,0.7251231473739065,0.9944767279676038,0.9323074296516124,0.35330187527161233,0.7150108597270843,0.7319715467747329,0.5370070887925147,0.49311729530321224,0.0012967740539094484
4,amphoriskos_vox10_octree09_jpeg050.ply,amphoriskos_vox10.ply,3.2,0.9707524604851424,0.9901313142668078,0.9943687097860341,0.7600576006203187,0.4389456981771312,0.40171387828154964,0.9379859788221578,0.9881465200919856,0.9911301572095743,0.7368874511639372,0.5111333595686887,0.6964347130033673,0.0008202857419514814,0.0003743611498699772,0.0003755267586609532,0.00047664670952340114,0.0001995667096513871,0.0006642985361887618,0.0008868714306112472,0.0004254505410657589,0.00048031222434047924,0.0005020581103504786,0.00024539307464787355,0.0002661067313314594,0.6814528184548281,0.725634429653122,0.46982935938082104,1.0006040604039856,1.0003482974819595,0.9172902377097205,0.6168254628001278,0.7251231473739065,0.9944767279676038,0.9323074296516124,0.35330187527161233,0.7150108597270843,0.7319715467747329,0.5370070887925147,0.49311729530321224,0.0012967740539094484
5,amphoriskos_vox10_octree09_jpeg090.ply,amphoriskos_vox10.ply,3.8,0.9762033034237795,0.9928329426271982,0.9961969293356254,0.7750785730286371,0.5015832906409009,0.47007901794230594,0.9254072913297933,0.981709829237829,0.9866575999612138,0.755702915501795,0.5611094313385278,0.715264933753226,0.0008202857419514814,0.0003743611498699772,0.0003755267586609532,0.00047664670952340114,0.0001995667096513871,0.0006642985361887618,0.0008868714306112472,0.0004254505410657589,0.00048031222434047924,0.0005020581103504786,0.00024539307464787355,0.0002661067313314594,0.6814528184548281,0.725634429653122,0.46982935938082104,1.0006040604039856,1.0003482974819595,0.9172902377097205,0.6168254628001278,0.7251231473739065,0.9944767279676038,0.9323074296516124,0.35330187527161233,0.7150108597270843,0.7319715467747329,0.5370070887925147,0.49311729530321224,0.0012967740539094484
6,amphoriskos_vox10_octree10_jpeg010.ply,amphoriskos_vox10.ply,2.85,0.9718893158979,0.9850494320227604,0.9898161583450833,0.7590309180699806,0.3218652936696774,0.3133058827995812,0.9383030296722957,0.8654099916281159,0.8784017984762112,0.7399920144340961,0.4218772106918183,0.6980760797848649,0.0005015263304178674,0.0002576951876209167,0.0002595926919735899,0.00023350389921129974,0.0001823073963104984,0.0003525923960677622,0.0006970112866189428,0.0003158489481714001,0.00041404526323943176,0.0003131111045701872,0.00011000799058243546,0.00023018916980813367,0.9832089100762074,0.9817438296997905,0.9740731470671816,0.9745217397832568,0.9730910624928106,0.8330008239575402,0.9907850807431499,0.9964774441523869,0.9994185240712876,0.9663440243051196,0.6599615811185288,0.9734979887546571,0.9670381093819765,0.7718218526989936,0.17130778170695113,0.00016339517919077923
7,amphoriskos_vox10_octree10_jpeg050.ply,amphoriskos_vox10.ply,3.9,0.9871760919814476,0.9924267947252833,0.99539606945671,0.8706306218330958,0.4871593681295619,0.45426892365467736,0.9106550236692859,0.9808690495679789,0.9840158259996094,0.8450438330035293,0.588671334383384,0.820273060158596,0.0005015263304178674,0.0002576951876209167,0.0002595926919735899,0.00023350389921129974,0.0001823073963104984,0.0003525923960677622,0.0006970112866189428,0.0003158489481714001,0.00041404526323943176,0.0003131111045701872,0.00011000799058243546,0.00023018916980813367,0.9832089100762074,0.9817438296997905,0.9740731470671816,0.9745217397832568,0.9730910624928106,0.8330008239575402,0.9907850807431499,0.9964774441523869,0.9994185240712876,0.9663440243051196,0.6599615811185288,0.9734979887546571,0.9670381093819765,0.7718218526989936,0.17130778170695113,0.00016339517919077923
8,amphoriskos_vox10_octree10_jpeg090.ply,amphoriskos_vox10.ply,4.6,0.9926025657935859,0.9949590385456504,0.9971624844833893,0.9291394329143912,0.5684086917086706,0.5418802104895353,0.8915101191048138,0.9724752509679399,0.9775484302751745,0.9039294597831902,0.6628600021628026,0.8922479462985538,0.0005015263304178674,0.0002576951876209167,0.0002595926919735899,0.00023350389921129974,0.0001823073963104984,0.0003525923960677622,0.0006970112866189428,0.0003158489481714001,0.00041404526323943176,0.0003131111045701872,0.00011000799058243546,0.00023018916980813367,0.9832089100762074,0.9817438296997905,0.9740731470671816,0.9745217397832568,0.9730910624928106,0.8330008239575402,0.9907850807431499,0.9964774441523869,0.9994185240712876,0.9663440243051196,0.6599615811185288,0.9734979887546571,0.9670381093819765,0.7718218526989936,0.17130778170695113,0.00016339517919077923
9,amphoriskos_vox10_hidden.ply,amphoriskos_vox10.ply,4.9,1.0,1.0,1.0,1.0,1.0,1.0,7.678671558995786e-17,7.599649356375192e-17,7.518146900296943e-17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0001805066368313794,0.00035250200535522216,0.00048694424765249937,0.0001805066368313794,0.00035250200535522216,1.4698108108937654e-17,6.3357866183179826e-18,9.128179602352276e-18,1.0,1.0,1.0,6.058256963340155e-17,6.24916222863249e-17,7.482539222617376e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.9304553461553297e-05
